Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Team_Worker,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
8,6,8,4,no,no,full stack,cloud computing,poor,poor,Management,security,Testing and Maintainance Services,yes,Guide,Management,smart worker,yes,yes,Software Engineer
4,3,2,9,yes,yes,r programming,data science,poor,poor,programming,security,Cloud Services,yes,Diaries,Technical,hard worker,yes,no,Software Engineer
6,3,9,7,yes,yes,python,hacking,poor,poor,programming,security,product development,no,Autobiographies,Management,hard worker,no,no,Software Engineer
2,6,4,8,yes,no,r programming,cloud computing,poor,excellent,Software Engineering,testing,Sales and Marketing,no,Drama,Management,smart worker,no,no,Software Engineer
9,6,7,6,yes,yes,information security,database security,medium,medium,Software Engineering,system developer,Product based,yes,Series,Management,hard worker,yes,no,Software Engineer
5,2,6,6,yes,no,r programming,game development,poor,medium,Computer Architecture,testing,Sales and Marketing,yes,Health,Technical,smart worker,no,yes,Software Engineer
9,2,7,2,no,yes,app development,data science,poor,excellent,Computer Architecture,cloud computing,Service Based,yes,Health,Management,smart worker,no,yes,Software Engineer
8,0,3,9,no,no,python,testing,medium,excellent,programming,testing,Testing and Maintainance Services,yes,Health,Management,smart worker,yes,yes,Software Engineer
6,6,8,1,no,yes,information security,system designing,poor,medium,programming,cloud computing,Service Based,yes,Autobiographies,Management,smart worker,no,no,Software Engineer
1,0,4,6,no,no,shell programming,system designing,medium,poor,Software Engineering,developer,Web Services,no,Satire,Technical,smart worker,no,no,Software Engineer
1,1,6,8,no,yes,hadoop,data science,medium,excellent,parallel computing,Business process analyst,Testing and Maintainance Services,yes,History,Management,smart worker,no,yes,Software Engineer
7,2,5,3,yes,yes,hadoop,web technologies,poor,excellent,hacking,cloud computing,product development,yes,Diaries,Technical,hard worker,yes,yes,Software Engineer
1,4,3,7,no,yes,information security,web technologies,medium,medium,Computer Architecture,Business process analyst,Cloud Services,no,Horror,Management,smart worker,yes,yes,Software Engineer
7,5,2,9,yes,yes,machine learning,system designing,medium,poor,hacking,Business process analyst,Finance,no,Art,Management,smart worker,yes,yes,Software Engineer
6,3,9,8,no,no,shell programming,web technologies,excellent,excellent,parallel computing,cloud computing,Service Based,yes,Guide,Management,hard worker,yes,no,Software Engineer
4,6,3,2,no,no,full stack,cloud computing,poor,excellent,Software Engineering,system developer,SAaS services,no,Romance,Technical,hard worker,no,yes,Software Engineer
2,3,7,4,no,yes,information security,database security,medium,poor,hacking,developer,Web Services,no,Art,Management,smart worker,yes,yes,Software Engineer
4,6,3,5,no,no,hadoop,testing,medium,poor,networks,cloud computing,SAaS services,yes,Science,Technical,smart worker,no,yes,Software Engineer
4,2,5,3,no,no,python,web technologies,medium,medium,cloud computing,security,Web Services,no,Encyclopedias,Technical,smart worker,no,yes,Software Engineer
1,0,9,2,no,no,python,game development,poor,medium,Management,testing,Cloud Services,no,Encyclopedias,Management,hard worker,no,no,Software Engineer
9,3,5,3,yes,no,app development,data science,excellent,excellent,Computer Architecture,security,BPA,yes,Comics,Management,smart worker,no,no,Software Engineer
5,5,3,3,no,yes,r programming,hacking,poor,excellent,hacking,developer,Finance,yes,Childrens,Technical,smart worker,no,no,Software Engineer
1,4,5,1,yes,no,information security,database security,poor,poor,hacking,security,Testing and Maintainance Services,yes,Romance,Technical,smart worker,no,yes,Software Engineer
2,3,3,6,no,no,full stack,web technologies,excellent,excellent,cloud computing,security,Sales and Marketing,no,Health,Management,hard worker,no,yes,Software Engineer
7,2,3,2,no,yes,r programming,game development,poor,excellent,programming,system developer,SAaS services,yes,Cookbooks,Management,hard worker,no,yes,Software Engineer
5,3,2,2,no,yes,r programming,hacking,poor,excellent,cloud computing,developer,Sales and Marketing,yes,Travel,Management,smart worker,no,yes,Software Engineer
6,4,3,9,yes,no,app development,game development,excellent,poor,networks,testing,Product based,yes,Trilogy,Management,smart worker,no,yes,Software Engineer
5,5,8,1,no,no,machine learning,testing,medium,excellent,hacking,testing,Testing and Maintainance Services,no,Self help,Technical,smart worker,no,no,Software Engineer
8,2,8,4,no,no,full stack,testing,poor,poor,parallel computing,system developer,Service Based,no,Self help,Technical,hard worker,yes,yes,Software Engineer
3,5,5,8,no,yes,app development,hacking,excellent,medium,Management,system developer,BPA,yes,Travel,Technical,smart worker,no,yes,Software Engineer
4,0,6,7,yes,no,hadoop,database security,medium,poor,cloud computing,Business process analyst,Cloud Services,no,History,Management,hard worker,yes,no,Software Engineer
9,1,9,4,yes,yes,machine learning,testing,medium,excellent,Management,cloud computing,Cloud Services,no,Guide,Management,hard worker,yes,no,Software Engineer
8,5,4,1,yes,yes,app development,game development,excellent,poor,networks,cloud computing,Web Services,yes,Satire,Management,hard worker,yes,yes,Software Engineer
3,2,3,8,yes,no,full stack,system designing,medium,excellent,hacking,testing,product development,yes,Religion-Spirituality,Management,smart worker,yes,yes,Software Engineer
1,0,6,9,no,yes,app development,web technologies,excellent,poor,cloud computing,cloud computing,product development,no,Travel,Technical,hard worker,yes,yes,Software Engineer
1,3,1,3,no,no,r programming,hacking,poor,poor,Management,cloud computing,Service Based,no,Mystery,Technical,smart worker,no,yes,Software Engineer
5,5,4,3,yes,no,r programming,hacking,excellent,medium,cloud computing,developer,product development,no,Guide,Technical,smart worker,yes,yes,Software Engineer
8,1,3,1,yes,yes,shell programming,game development,poor,medium,programming,Business process analyst,SAaS services,no,Art,Technical,hard worker,no,no,Software Engineer
8,3,3,9,yes,no,full stack,database security,excellent,poor,Software Engineering,system developer,BPA,no,Comics,Management,hard worker,yes,no,Software Engineer
1,1,3,2,yes,no,information security,hacking,medium,excellent,networks,cloud computing,Cloud Services,yes,Trilogy,Management,smart worker,no,no,Software Engineer
6,4,7,3,yes,no,distro making,game development,excellent,excellent,hacking,developer,Testing and Maintainance Services,no,Journals,Technical,smart worker,yes,yes,Software Engineer
5,2,6,5,yes,no,information security,testing,poor,excellent,networks,security,Product based,no,Guide,Management,smart worker,no,no,Software Engineer
1,3,1,2,no,yes,information security,database security,excellent,excellent,hacking,system developer,Testing and Maintainance Services,no,Science,Management,hard worker,yes,yes,Software Engineer
1,3,8,9,yes,yes,full stack,database security,poor,excellent,Computer Architecture,security,Web Services,yes,Anthology,Technical,smart worker,no,no,Software Engineer
2,6,6,1,no,no,app development,system designing,medium,excellent,programming,security,Web Services,yes,Satire,Technical,smart worker,yes,yes,Software Engineer
7,2,2,5,yes,yes,distro making,database security,poor,medium,IOT,system developer,product development,no,Poetry,Technical,smart worker,yes,yes,Software Engineer
7,6,1,5,no,yes,full stack,hacking,poor,medium,data engineering,cloud computing,BPA,no,Travel,Management,smart worker,yes,no,Software Engineer
9,2,1,6,yes,yes,information security,web technologies,medium,excellent,cloud computing,cloud computing,product development,no,Comics,Management,smart worker,no,yes,Software Engineer
7,4,5,7,no,yes,shell programming,game development,medium,poor,parallel computing,cloud computing,Sales and Marketing,no,Diaries,Technical,smart worker,yes,yes,Software Engineer
1,6,6,1,no,yes,information security,hacking,medium,poor,IOT,testing,Web Services,yes,Encyclopedias,Technical,smart worker,no,yes,Software Engineer
2,6,7,7,yes,yes,python,system designing,poor,excellent,data engineering,testing,Finance,yes,Horror,Technical,smart worker,yes,no,Software Engineer
5,5,3,4,yes,yes,distro making,game development,medium,medium,data engineering,Business process analyst,product development,no,Travel,Management,hard worker,no,no,Software Engineer
1,5,4,4,yes,yes,machine learning,cloud computing,medium,poor,Computer Architecture,system developer,Product based,no,Art,Management,hard worker,yes,no,Software Engineer
2,3,8,5,yes,yes,hadoop,game development,excellent,medium,data engineering,developer,Sales and Marketing,no,Encyclopedias,Technical,hard worker,yes,no,Software Engineer
1,2,5,9,no,yes,shell programming,game development,medium,excellent,parallel computing,cloud computing,Service Based,yes,Action and Adventure,Technical,smart worker,no,yes,Software Engineer
3,5,3,7,no,no,python,cloud computing,excellent,medium,cloud computing,testing,SAaS services,no,Action and Adventure,Technical,smart worker,no,no,Software Engineer
3,6,5,8,yes,yes,distro making,cloud computing,poor,poor,parallel computing,security,BPA,no,Guide,Management,smart worker,no,yes,Software Engineer
6,2,9,9,no,yes,r programming,hacking,poor,medium,parallel computing,security,Cloud Services,no,Science fiction,Technical,smart worker,no,no,Software Engineer
3,4,1,9,yes,yes,r programming,database security,poor,excellent,data engineering,cloud computing,BPA,no,Action and Adventure,Management,hard worker,yes,yes,Software Engineer
3,4,1,7,yes,yes,information security,data science,poor,medium,Computer Architecture,Business process analyst,BPA,no,Math,Management,hard worker,no,yes,Software Engineer
5,6,5,4,yes,yes,hadoop,system designing,poor,poor,hacking,cloud computing,Product based,no,Math,Technical,hard worker,yes,no,Software Engineer
4,0,7,7,yes,yes,r programming,hacking,excellent,excellent,parallel computing,developer,Sales and Marketing,yes,Fantasy,Management,hard worker,yes,no,Software Engineer
6,3,5,5,yes,no,information security,game development,medium,excellent,programming,cloud computing,BPA,yes,Childrens,Technical,smart worker,no,yes,Software Engineer
5,6,9,2,yes,yes,hadoop,testing,medium,excellent,cloud computing,Business process analyst,Testing and Maintainance Services,yes,Journals,Management,smart worker,yes,no,Software Engineer
4,5,8,5,yes,no,hadoop,hacking,medium,medium,data engineering,security,Testing and Maintainance Services,no,History,Management,smart worker,no,yes,Software Engineer
9,5,8,2,no,yes,distro making,database security,poor,poor,Computer Architecture,developer,Product based,yes,Science,Technical,smart worker,yes,no,Software Engineer
3,2,7,6,no,no,information security,testing,poor,medium,Software Engineering,developer,Service Based,no,Action and Adventure,Technical,smart worker,no,no,Software Engineer
8,5,6,3,no,no,r programming,testing,excellent,poor,parallel computing,cloud computing,Finance,yes,Autobiographies,Technical,smart worker,yes,no,Software Engineer
9,1,1,6,no,no,machine learning,system designing,medium,medium,Computer Architecture,Business process analyst,Testing and Maintainance Services,yes,Diaries,Technical,hard worker,no,no,Software Engineer
7,1,1,7,no,no,hadoop,database security,poor,medium,parallel computing,cloud computing,Product based,yes,Biographies,Management,smart worker,no,no,Software Engineer
7,5,3,9,no,yes,python,game development,medium,poor,Management,security,product development,yes,Childrens,Technical,smart worker,no,yes,Software Engineer
4,3,1,3,yes,no,r programming,web technologies,excellent,excellent,networks,cloud computing,Finance,yes,Cookbooks,Technical,hard worker,no,no,Software Engineer
3,4,1,3,no,yes,information security,hacking,excellent,excellent,parallel computing,developer,Testing and Maintainance Services,yes,Guide,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
6,3,4,3,no,yes,python,cloud computing,excellent,poor,programming,testing,SAaS services,yes,Prayer books,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
9,3,1,9,yes,yes,python,hacking,poor,poor,cloud computing,developer,SAaS services,no,Biographies,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
3,0,5,1,no,no,hadoop,system designing,excellent,poor,data engineering,Business process analyst,Sales and Marketing,no,Dictionaries,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
8,5,5,2,no,yes,full stack,game development,medium,excellent,hacking,testing,Product based,no,Encyclopedias,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
8,2,5,5,yes,yes,full stack,testing,excellent,poor,Software Engineering,security,Testing and Maintainance Services,no,Cookbooks,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
2,6,6,9,yes,no,full stack,database security,medium,excellent,Management,testing,Cloud Services,no,Science,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
1,2,1,3,no,no,app development,web technologies,excellent,medium,programming,Business process analyst,Cloud Services,yes,Dictionaries,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
2,2,4,9,no,yes,information security,testing,excellent,poor,data engineering,system developer,product development,yes,Horror,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,4,3,8,yes,yes,information security,hacking,excellent,medium,programming,testing,Sales and Marketing,no,History,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
6,5,3,7,yes,yes,r programming,database security,medium,medium,data engineering,testing,Product based,yes,Romance,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
8,4,4,8,yes,yes,information security,system designing,excellent,excellent,data engineering,system developer,Finance,yes,Religion-Spirituality,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
7,2,4,7,yes,yes,distro making,system designing,poor,poor,IOT,Business process analyst,Finance,no,Self help,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
3,2,6,9,yes,no,hadoop,database security,excellent,excellent,cloud computing,testing,Sales and Marketing,no,Romance,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
2,0,3,7,no,no,full stack,data science,medium,poor,Computer Architecture,security,Sales and Marketing,yes,Satire,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
1,6,3,5,yes,yes,hadoop,hacking,poor,medium,Computer Architecture,testing,product development,yes,Prayer books,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
5,5,6,4,yes,no,app development,game development,medium,medium,programming,system developer,SAaS services,no,Childrens,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
6,5,4,6,no,no,information security,system designing,medium,excellent,Management,system developer,Sales and Marketing,yes,Horror,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
6,1,4,5,yes,no,shell programming,game development,poor,medium,Management,Business process analyst,product development,no,Series,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
5,3,5,8,yes,no,python,system designing,excellent,medium,programming,security,product development,yes,Travel,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
7,1,8,4,no,yes,python,game development,medium,medium,Management,security,Service Based,no,Mystery,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
2,2,5,6,yes,no,r programming,web technologies,medium,excellent,IOT,testing,Web Services,no,Autobiographies,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
5,6,3,9,no,yes,machine learning,web technologies,poor,poor,parallel computing,system developer,Sales and Marketing,yes,Mystery,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
5,4,1,6,no,yes,full stack,testing,medium,medium,networks,cloud computing,Cloud Services,yes,Biographies,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,3,1,9,yes,yes,shell programming,system designing,poor,poor,programming,Business process analyst,BPA,no,Health,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
2,1,3,5,yes,no,app development,testing,medium,medium,data engineering,system developer,Sales and Marketing,no,Cookbooks,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
6,2,9,9,yes,yes,full stack,cloud computing,excellent,excellent,Management,system developer,Web Services,no,Religion-Spirituality,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
6,6,5,2,yes,no,full stack,cloud computing,excellent,medium,Software Engineering,Business process analyst,Service Based,no,Comics,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
7,1,7,9,yes,yes,app development,game development,medium,poor,Computer Architecture,developer,Finance,yes,Encyclopedias,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
4,6,9,4,no,yes,hadoop,system designing,medium,medium,Software Engineering,Business process analyst,product development,no,Biographies,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
3,2,1,5,yes,no,distro making,data science,poor,poor,data engineering,security,Web Services,yes,Science,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
1,0,8,3,yes,yes,python,system designing,medium,medium,programming,cloud computing,Finance,no,Trilogy,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
7,3,5,2,no,yes,machine learning,cloud computing,medium,excellent,programming,developer,BPA,no,Autobiographies,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
2,4,7,8,no,no,python,cloud computing,poor,medium,IOT,security,Testing and Maintainance Services,yes,Travel,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
9,5,9,4,yes,no,hadoop,hacking,poor,poor,networks,testing,Service Based,yes,Cookbooks,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
1,5,6,5,no,yes,python,system designing,excellent,medium,networks,cloud computing,Testing and Maintainance Services,yes,Romance,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
5,2,5,8,yes,yes,shell programming,hacking,medium,poor,Computer Architecture,system developer,Finance,no,Prayer books,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
1,6,8,8,yes,no,machine learning,database security,poor,medium,Software Engineering,security,Testing and Maintainance Services,yes,Series,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
9,4,7,1,no,no,full stack,web technologies,medium,excellent,networks,testing,BPA,yes,Comics,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
2,2,4,4,no,yes,r programming,testing,poor,medium,data engineering,cloud computing,Service Based,no,Fantasy,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
2,1,8,8,yes,no,app development,hacking,medium,medium,hacking,Business process analyst,Web Services,no,Art,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
2,6,1,7,yes,no,information security,cloud computing,excellent,poor,data engineering,Business process analyst,Cloud Services,no,Self help,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
5,3,8,1,yes,yes,r programming,system designing,medium,excellent,cloud computing,testing,Product based,no,Self help,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
7,5,6,6,no,no,shell programming,system designing,medium,excellent,IOT,cloud computing,Web Services,yes,Prayer books,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
2,3,7,3,no,no,app development,database security,medium,excellent,Management,testing,BPA,yes,Science fiction,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,0,3,5,yes,no,full stack,web technologies,excellent,poor,cloud computing,testing,product development,yes,Horror,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
6,4,8,8,no,no,r programming,web technologies,excellent,medium,networks,developer,product development,no,Series,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
4,0,5,3,yes,yes,hadoop,testing,poor,excellent,data engineering,Business process analyst,BPA,no,Romance,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
4,2,3,6,no,yes,shell programming,game development,medium,poor,data engineering,testing,BPA,no,Horror,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
4,4,9,4,no,yes,shell programming,cloud computing,poor,medium,IOT,system developer,Web Services,yes,Science fiction,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,2,8,3,yes,yes,full stack,system designing,excellent,poor,IOT,Business process analyst,Service Based,yes,Dictionaries,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,1,4,7,no,no,full stack,cloud computing,excellent,poor,networks,system developer,Web Services,yes,Horror,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
5,6,5,9,no,yes,python,hacking,excellent,poor,Management,security,SAaS services,no,Dictionaries,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,4,2,8,no,no,r programming,hacking,excellent,poor,networks,testing,product development,yes,Diaries,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
7,0,8,7,yes,no,hadoop,data science,medium,medium,programming,developer,Cloud Services,no,Childrens,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
5,6,6,1,no,no,app development,cloud computing,poor,medium,Computer Architecture,developer,Web Services,yes,Horror,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
3,2,7,6,yes,yes,full stack,web technologies,poor,excellent,cloud computing,security,SAaS services,yes,Guide,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
1,3,4,9,yes,yes,hadoop,hacking,excellent,poor,Software Engineering,system developer,Finance,yes,Self help,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
4,1,3,4,yes,no,app development,game development,medium,excellent,programming,cloud computing,Service Based,yes,Diaries,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
1,0,3,2,no,yes,distro making,game development,medium,excellent,parallel computing,testing,BPA,yes,Fantasy,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,1,7,9,yes,yes,hadoop,testing,poor,excellent,cloud computing,testing,product development,yes,Religion-Spirituality,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
3,0,2,3,no,no,full stack,hacking,poor,excellent,programming,developer,Service Based,yes,Journals,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,0,8,7,no,no,hadoop,system designing,medium,medium,programming,developer,Cloud Services,no,Guide,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
9,3,5,5,yes,no,shell programming,web technologies,excellent,poor,cloud computing,testing,product development,yes,Action and Adventure,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
6,0,1,2,yes,yes,r programming,web technologies,medium,excellent,Software Engineering,system developer,Finance,no,Art,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
7,0,4,6,no,no,full stack,database security,poor,poor,IOT,testing,Service Based,yes,Action and Adventure,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,1,9,7,yes,yes,information security,database security,medium,poor,IOT,security,Finance,yes,Childrens,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
1,2,1,6,yes,yes,hadoop,game development,excellent,medium,IOT,security,BPA,no,Drama,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
4,5,9,9,yes,yes,full stack,web technologies,poor,medium,Software Engineering,cloud computing,Cloud Services,yes,Art,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
9,0,3,9,yes,yes,information security,database security,medium,excellent,IOT,system developer,Testing and Maintainance Services,no,Religion-Spirituality,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
4,6,8,6,no,yes,r programming,web technologies,medium,excellent,data engineering,cloud computing,SAaS services,yes,Self help,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
9,0,3,5,yes,yes,python,web technologies,excellent,medium,Computer Architecture,developer,Testing and Maintainance Services,yes,Horror,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,5,5,2,yes,no,app development,web technologies,poor,medium,data engineering,testing,Cloud Services,yes,Trilogy,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
4,6,5,6,yes,no,r programming,data science,poor,excellent,parallel computing,testing,SAaS services,yes,Fantasy,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
2,5,2,8,yes,no,distro making,hacking,excellent,excellent,parallel computing,cloud computing,BPA,no,Science,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,3,2,6,yes,no,shell programming,data science,poor,medium,hacking,system developer,SAaS services,yes,Poetry,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
8,6,6,1,no,yes,python,system designing,excellent,medium,Software Engineering,developer,Finance,yes,Self help,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
5,3,3,6,no,no,r programming,database security,medium,medium,parallel computing,Business process analyst,Web Services,yes,Horror,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
5,3,5,6,yes,no,r programming,data science,excellent,poor,hacking,cloud computing,Testing and Maintainance Services,no,Romance,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,4,5,4,yes,yes,machine learning,database security,excellent,medium,Management,cloud computing,Service Based,yes,Health,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
8,3,2,9,no,no,hadoop,hacking,poor,poor,parallel computing,Business process analyst,Service Based,no,Action and Adventure,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
5,0,9,1,no,yes,app development,testing,poor,poor,hacking,Business process analyst,Cloud Services,yes,Diaries,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,3,4,8,yes,no,hadoop,web technologies,medium,poor,hacking,developer,product development,no,Dictionaries,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
4,3,2,7,yes,no,distro making,game development,poor,medium,IOT,testing,Cloud Services,no,Childrens,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
3,6,3,2,no,no,r programming,web technologies,poor,excellent,cloud computing,testing,SAaS services,no,Journals,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
9,5,3,5,no,no,app development,hacking,excellent,poor,programming,testing,Cloud Services,no,Prayer books,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
5,2,5,7,no,no,distro making,data science,poor,poor,cloud computing,cloud computing,Web Services,no,Poetry,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,5,6,8,no,yes,distro making,data science,excellent,poor,programming,testing,BPA,yes,Journals,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
5,6,4,2,no,yes,hadoop,hacking,poor,excellent,Computer Architecture,developer,Cloud Services,yes,Religion-Spirituality,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
7,1,7,8,no,yes,python,cloud computing,medium,poor,data engineering,Business process analyst,BPA,yes,Religion-Spirituality,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
5,3,3,6,yes,no,machine learning,hacking,excellent,medium,IOT,cloud computing,Finance,yes,Romance,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
6,4,8,9,yes,yes,distro making,game development,excellent,medium,hacking,Business process analyst,Product based,yes,Science,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
8,3,4,6,no,yes,machine learning,hacking,excellent,poor,IOT,Business process analyst,Product based,no,Self help,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
7,6,6,2,no,yes,r programming,hacking,medium,excellent,Software Engineering,security,product development,yes,Autobiographies,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
1,2,2,8,no,no,r programming,hacking,medium,medium,cloud computing,security,Product based,no,Action and Adventure,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
6,0,7,1,no,no,information security,cloud computing,medium,excellent,Computer Architecture,developer,Finance,yes,Religion-Spirituality,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,2,3,2,yes,yes,python,hacking,excellent,poor,cloud computing,Business process analyst,Product based,no,History,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,0,9,2,yes,no,hadoop,database security,medium,medium,cloud computing,cloud computing,Testing and Maintainance Services,no,Trilogy,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
7,0,5,9,yes,yes,python,web technologies,poor,excellent,IOT,cloud computing,SAaS services,no,Horror,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
8,3,3,6,yes,no,distro making,database security,excellent,medium,Computer Architecture,cloud computing,Cloud Services,no,Satire,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
4,0,2,3,yes,yes,shell programming,testing,excellent,medium,Management,developer,Finance,yes,Anthology,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
3,1,7,2,yes,yes,distro making,testing,medium,excellent,hacking,security,Web Services,yes,Art,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
8,1,5,1,no,no,distro making,hacking,excellent,excellent,data engineering,security,Product based,no,Dictionaries,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
6,5,3,5,yes,no,information security,data science,medium,poor,Software Engineering,security,BPA,yes,Biographies,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,4,4,3,yes,yes,app development,testing,medium,medium,Software Engineering,Business process analyst,Web Services,yes,Anthology,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
6,1,6,7,no,no,r programming,database security,medium,poor,hacking,testing,Cloud Services,no,Cookbooks,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
3,3,3,6,yes,yes,full stack,game development,medium,medium,IOT,developer,BPA,yes,Horror,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
